word,positive_count
blowup,3
abruptos,3
indignados,7
persuasivos,1
fiquemos,2
stepan,1
hipsters,1
superpovoada,2
elusiva,4
errática,6
ventre,12
vilarejo,1
cristaliza,1
pululam,1
terraços,1
exotismo,4
inclusões,4
mosquiteira,1
estelles,1
alucinógena,1
ilustração,10
fundamentais,22
pousar,11
presumindo,4
cantinho,2
enxergam,2
empurrador,2
lúcido,5
propagandístico,3
monika,2
grumberg,1
falésias,1
meddle,2
animals,3
passeios,22
zabriskie,1
calouro,5
facas,19
jugend,1
superstars,21
veritã,1
grünberg,1
digitalmente,21
remasterizada,10
gilmours,1
piece,7
cymbaline,1
theme,6
quicksilver,1
ressurgindo,3
stefans,4
seberg,6
erich,10
segal,6
tippy,1
mimsys,1
arquétipo,8
elevando,11
reinos,16
safra,11
why,6
fiasco,10
leni,5
reifenstals,2
triumph,4
recicla,4
selecionar,9
charges,2
distorção,11
prelude,3
nazis,11
overall,14
plural,3
referir,14
manchúria,6
ditaduras,3
travaram,3
incertezas,5
obstrução,2
luftwaffe,3
raf,21
tenazmente,1
ensanguentada,3
produzam,2
dramatizados,6
inconfundíveis,4
aéreos,15
beethovens,4
sinfonia,15
infligidos,2
espartanos,1
exaustivamente,1
pesquisados,2
escassos,7
encorajada,3
churchill,30
iremos,1
afundar,21
numericamente,2
alemãs,18
trezentos,4
momentâneo,1
respondendo,17
rivalizasse,2
lutarmos,1
emergirem,1
subterrâneos,5
atordoados,1
complacentes,2
desistiriam,1
chesney,4
knox,40
naughton,11
salões,9
queridinho,2
fortunas,12
gulch,10
ilhas,31
ealing,17
imperioso,2
topicamente,1
versado,1
anárquico,4
marriott,6
aprovação,26
ovomaltine,1
mounties,2
escasso,19
yukon,3
recorte,9
chamberlains,10
boers,1
neville,15
marriot,1
mina,43
sonambulando,2
hulme,3
lagoa,17
tópicas,2
execute,3
stills,10
askey,2
r2,2
gasbags,1
devedor,2
snow,11
imortalizado,5
assoviando,1
apareçam,9
backus,7
personificar,7
minério,4
destituída,2
credores,2
irados,4
personificam,3
sonâmbulo,1
pontual,6
grisalhos,8
galopou,1
instigado,4
arqueiros,1
alfâ,1
afloat,2
1938,35
desistido,8
coesão,6
alfs,1
mansfield,6
desatualizadas,4
fichas,8
baddie,3
mcgrew,1
pats,3
while,9
work,10
always,8
getting,5
mountie,2
fascina,13
brakhage,2
afronta,1
cavo,3
caracterizaria,2
giratórios,1
tontura,1
terminamos,6
arredondados,11
espirais,21
pendurar,9
mergulhar,42
locadoras,11
inépcia,8
friend,5
analisada,4
emocionada,11
capacitarão,1
crescermos,2
somar,3
hiv,11
apagador,1
beginnings,3
traumáticos,5
velados,1
camarim,4
midler,32
racks,3
borrada,4
erkan,10
designados,10
bnd,1
sorridentes,5
estupidos,1
dialeto,25
bávaro,3
ger,2
aut,1
decidirá,6
atolou,3
transferir,6
guide,13
bunnyguards,2
aaliyah,14
akashas,6
lena,40
olin,3
injustificada,3
46,7
weve,10
damned,16
insinuam,1
townsends,1
pitts,11
damnenos,1
rendas,3
esforçam,10
korn,1
disturbed,1
derrubaram,6
butthead,7
zoom,21
splitter,1
contatos,10
balancei,2
salems,4
lot,9
fright,6
prematuramente,6
colocasse,7
galactica,3
jyjimboduck,1
dot,4
akashaaaliyah,1
explicava,3
lestat,35
akasha,14
delaakashas,1
segs,1
seg,3
townsend,19
sobrenaturais,39
mcgann,6
marius,6
perezwho,1
malditos,11
coven,11
consistindo,5
jesses,2
maharet,3
conspiram,10
tris,1
infidelidade,38
odiará,4
book,35
lestats,5
maker,3
atrativos,6
dignos,34
leram,23
incongruências,3
diego,20
stormy,4
rené,12
encaminhar,1
flex,5
descrevia,2
qotd,1
5h,1
modificações,2
modificado,6
mekares,1
louiss,5
ajustaria,1
descritivo,5
stuard,1
curte,17
sugadores,1
engarrafado,1
panóplias,1
khayman,1
pandora,8
mael,1
talamasca,1
rices,4
ethos,5
aailiyah,1
tratamentos,8
superlativa,7
eliminada,12
egípcios,16
loiros,4
aceitáveis,17
ricess,1
hereditariedade,2
orgulhavam,1
atmosfericamente,1
desapontadora,1
arrependos,1
incoerência,5
bernstein,14
circula,7
daminados,1
desequilibrada,10
surface,29
cancelados,4
cancelar,15
ameaçar,2
ecologia,2
badder,1
alcançada,8
arbitrariamente,5
informadas,6
cabra,17
lançam,18
ordenhar,3
vaca,23
inacabadas,3
insustentável,6
inacabada,7
verifico,3
comprador,5
tangi,4
felicity,8
destemida,1
aloma,2
modifiquei,2
matara,1
oceanógrafa,1
nbc,72
cancelou,10
pipeline,1
milles,2
milênios,3
subaquático,7
nim,6
genéricos,8
novata,12
adotem,1
stargate,58
maratonas,6
tsunami,7
idealizador,2
fyc,1
morningbear,1
sobrevivi,1
fay,14
zombado,2
svu,2
tossup,1
transeunte,3
expansiva,2
hiato,9
yes,13
daughtery,1
rade,2
serbedzija,2
remediados,1
degenerar,3
cohere,1
bottomline,2
files,32
snatch,18
demoram,8
prison,19
essence,1
discutia,3
resolvida,14
buscá,13
watch,32
pegaram,30
busters,9
chocando,5
chacal,13
spert,1
clonado,1
balbuciar,2
trouxessem,3
denominador,10
backstep,1
olímpicos,4
votar,21
paulette,9
blackwell,7
nimrod,4
substituí,16
prometeram,4
boicotar,1
trazerem,4
completada,2
decidissem,3
descobriria,2
agarre,7
download,8
adquiri,12
gritado,4
sg,39
ressoou,6
emotiva,4
endinheirado,1
cancelamento,14
conceitualmente,2
surfaced,1
resulte,2
giros,8
taas,1
eassence,1
actors,4
actress,3
firefly,5
voltarão,6
survivor,5
ovelhas,12
boob,8
jus,23
tentem,11
durado,9
comam,2
minhocas,2
dramatizadas,2
gabando,5
baldio,3
existisse,14
criem,6
34,12
deletadas,21
jonas,9
pate,4
apressavam,1
penduradas,14
geneticamente,10
daughterty,1
bióloga,3
submarina,10
connelly,17
wilmington,1
dragão,35
lagartos,10
enguias,1
elétricas,10
indestrutíveis,2
pulsos,5
eletromagnéticos,1
esvaziando,4
róseos,1
jato,18
submerso,3
hasselhoff,10
dreyfuss,4
condensado,4
bullock,56
imbecil,14
bourne,135
consecutivos,10
submersível,2
conferência,11
atuarial,1
gossip,1
linsey,1
godrey,1
catlin,1
telepáticas,1
charmed,7
invasion,6
dessem,4
pegariam,3
plug,4
queijos,5
iniciada,5
largaram,2
reconsiderem,1
retomem,1
razoáveis,18
resumia,2
olimpíadas,7
atléticas,2
pegavam,3
clones,6
tsunamis,3
enchimentos,4
rednecks,3
aparenta,8
aha,4
cagado,2
variável,13
cutesy,3
navega,14
darkhorse,1
challen,6
cates,9
jamal,5
rodada,19
armored,3
armoured,1
comportam,15
blindados,6
frequentador,9
fare,1
kates,2
seattle,27
eletrônicos,8
charque,1
vôos,9
beef,1
jerky,1
karl,24
malden,3
dilbert,2
atm,1
jamaal,1
connolly,14
enfeitar,12
gaylord,4
ravenal,1
showboat,2
crosby,31
thine,1
mulherengo,29
estude,3
violoncelista,4
hello,5
vic,10
sorteio,8
vh,5
susanna,5
atônito,1
espontâneos,7
recordou,1
inquiridor,2
oitavas,2
yma,1
sumac,1
cg,42
preservá,3
assemelharem,1
boogens,2
desafortunada,3
mine,6
intrépidos,4
bonequeiros,1
geólogo,2
doofus,2
floridas,2
caminhe,1
insuportáveis,11
honrou,2
maltratar,2
estupidificante,2
melanie,10
desânimo,7
letárgico,3
iluminada,23
mineiros,11
berland,1
theison,1
dominador,10
sawicki,1
esgota,5
confortavelmente,20
hillman,3
fishburn,4
money,15
inconscientes,11
cronkite,3
cronkites,1
fornecerá,4
brokaw,1
rather,3
stunning,1
gabinetes,1
âncoras,5
gwynne,14
munster,1
forfend,1
aposentando,2
grunnick,20
holly,137
parentesco,6
redator,3
suou,2
escrivaninha,1
divisões,13
fone,5
grunnicks,2
reescreve,3
busque,2
coaching,2
ingnorant,1
altmans,10
suado,16
flop,12
sweat,2
renuncia,7
emburrecimento,8
brookes,6
oscilam,3
hackes,2
hunters,10
apressando,3
esforçando,16
reencontram,6
espeta,3
memorablescenes,1
enlouqueci,1
2laughed,1
nookie,2
hurts,13
aarona,1
jayne,13
jornalismo,19
dispensável,2
aaronanchors,1
inmovies,1
nicholsoncameo,1
alugamos,4
abominar,1
infrutífero,1
lasse,1
hallstrom,1
prosky,4
chiles,6
esportista,5
edutretenimento,1
guttenberg,1
meg,61
chamariam,3
janes,33
aarons,4
tensas,29
amorfa,1
grunick,6
hurtis,1
hunteris,1
brocksis,1
jornalísticos,2
chermoonstruck,1
escalas,9
wiliam,1
vistoso,8
himbo,2
facilitada,3
he,21
emburrada,1
reduzidos,9
hiltons,7
noticiários,18
redação,17
azevinhos,1
estagnando,1
apaixone,9
atribulações,8
combatidos,1
rorich,2
aperto,11
incidentais,11
ouvidas,14
rom,13
exigidas,3
efetivo,32
clemenson,2
emissoras,2
reportando,1
avisou,5
fun,13
fofura,21
carinhosas,3
raising,12
lideranças,11
guerrilheiro,3
povoam,11
investigativas,1
dissidente,8
cavaleiros,36
valentemente,4
depreciativo,5
corporativa,21
desprezá,5
administrá,3
condenamos,2
desobedecidas,1
lumets,2
chayefskys,8
comunitária,5
adverte,12
onipresença,2
homogeneizou,1
corporatização,1
monopólios,3
acionistas,4
determinam,3
fusões,1
firmas,2
gigantescas,8
hipermercantilismo,1
editorial,9
blog,8
futilmente,1
ensurdecedor,1
incessante,17
democrático,6
reproduz,3
blindado,4
encher,17
fishburne,28
supostos,9
biz,10
ancoragem,3
reparação,4
hollys,14
flerte,9
shell,17
merecidas,4
moonrakers,1
doubtfires,1
merriman,5
litton,1
katims,1
wein,1
mendillo,1
preocuparem,4
prólogo,30
brook,7
corresponda,3
operadas,1
jornalística,5
comprometemos,1
sarcasticamente,4
emaranhada,5
despropositado,2
depreciativos,3
grossos,16
atributo,3
meteórico,1
hackett,13
columbus,9
short,41
cochrone,1
43,8
divididas,9
machuque,3
entrará,5
gananciosas,2
somas,5
laurence,35
amaury,1
nolasco,1
skeet,1
ulrich,8
yard,17
trey,42
wilsons,29
schaffner,6
guidethis,1
papillon,6
tailandês,1
schaffners,1
olhado,12
cantou,21
stuffhi,1
kristoffersen,1
lanscaping,1
kartch,1
transparece,8
lanscaper,1
paisagismo,1
veementemente,12
mardi,12
interlúdio,11
sbs,7
obtenha,12
caricatos,1
corbuccis,3
aptos,7
eurowestern,1
ignoraram,3
largos,14
gli,1
specialisti,1
canon,7
companeros,2
jed,29
adorf,3
diablo,3
molhar,7
rastejar,17
badassitude,1
halliday,3
patriarcas,1
fotografa,9
cahiers,2
farois,1
giustis,1
stracult,1
atípicamente,1
nevadas,5
desoladas,4
hallyday,4
eastwoods,14
leones,16
hallydays,1
smet,1
estimado,10
gastone,1
moschin,2
wolff,3
banhista,2
francoise,3
gananciosa,6
banqueiros,1
sylvie,7
fennec,3
tavernese,2
anacrônico,6
antitabagistas,1
biógrafo,1
unforgiven,9
cativo,7
cabeçadas,1
dispõe,2
registradora,1
enfáticos,2
francesco,8
lavagnino,1
fabianos,1
idolatravam,2
feridos,35
aterrorizam,2
imperturbável,9
concluindo,6
farpas,12
classificados,13
idiomas,17
blackstone,4
linchado,5
voluptuosa,7
sheba,14
pedimos,4
enfeites,10
poupá,2
movimentam,1
aposentar,12
milionários,8
piorar,20
lincharam,2
bret,5
dixons,1
dixon,11
gringos,1
linchavam,1
brets,1
nadia,10
dajani,2
reencena,2
acompanho,2
reencenação,6
kirbyef,1
formulados,2
feedback,8
milímetros,7
omitida,2
confinantes,1
estaríamos,11
endossa,2
connor,11
leydon,2
fizermos,6
spinal,29
tap,29
kubrickian,1
referenciados,4
siegel,27
varrick,1
warriors,21
ajudantes,13
brincavam,3
arranje,1
42,17
suspeitá,1
claustrofobicamente,3
latejante,2
tangerina,1
antal,1
budapeste,16
kontroll,1
aumentará,6
avançam,5
dublin,23
1910,11
inconseqüentes,2
restabelecido,1
gretta,6
conroy,26
estendessem,1
travisfranco,1
miner,4
terris,1
desenvolverem,6
jogava,8
ramayana,2
simplificar,6
coloquialismos,4
eurotrip,3
fullscreen,1
misfits,4
african,3
angelica,3
passível,3
donal,11
retrocederam,1
falhando,11
gabriels,3
falecimento,2
doesnt,11
dubliners,9
pintam,9
partiria,2
hustons,6
intangíveis,3
abrandou,1
errou,14
complacência,9
tias,14
iludido,9
nft,2
bfis,1
contudo,9
concordará,6
argentino,18
atahualpa,1
yupanqui,1
folclóricas,4
ouvirem,4
nacionalismo,8
empenhou,1
encerrasse,1
badge,4
courage,6
reverenciou,1
portrait,2
artist,2
iguala,8
hostes,1
brinde,7
hospedam,2
recitadas,1
fracamente,8
anjelica,13
sears,2
doem,5
prometi,9
intacta,15
maricella,1
lions,6
irlandesas,6
letrado,9
experimentem,6
visitem,2
livraria,18
houstons,2
citado,14
estreitamente,3
encerre,1
foote,2
citou,2
steinbeck,3
harper,23
morkan,1
entretêm,6
recitações,2
pilares,7
bartell,1
darcy,8
patterson,41
lass,1
aughrim,1
dezessete,12
donnelly,5
mcclory,6
quiet,4
og,1
culminação,6
admirado,14
meter,6
acolhedor,4
postas,5
requintados,8
adaptadas,8
referi,5
retiro,6
fachadas,8
permeando,4
mineiro,4
conversam,17
esvaiu,2
linguagens,5
juntá,6
centrada,16
imensos,4
escutamos,1
belíssima,11
cedeu,3
1906,5
misturada,22
pensativos,6
recolho,1
leiga,1
fargo,19
webster,4
minucioso,6
loucuras,8
fugazes,7
ilude,6
admittedly,3
emanam,1
pudim,8
inexoravelmente,6
amareladas,1
bibelots,1
trinklets,1
escutarmos,2
abbey,15
recitado,2
choramos,4
extenso,11
terminarem,2
jennifers,3
iniciação,9
macabras,5
raymar,13
embutidos,1
raymars,3
mofados,2
flutuam,7
trussells,2
burmans,4
refrigeração,9
bejesus,2
mausoléus,1
phantasms,1
instituído,3
goriest,1
gorier,2
poltergeist,20
precisem,5
saberiam,2
cassete,6
alugasse,2
universitárias,2
burman,8
shriek,3
nostálgicos,5
mausoleus,1
nerdlebrain,1
refrigerante,20
refizeram,2
pegajosos,1
plot,19
panelinha,7
phantasm,7
atormentá,4
early,7
eg,4
daily,28
brats,2
rhamarevich,2
telecinesia,3
julies,13
profanam,2
abrigou,2
media,9
blaster,1
mcloughlin,6
frankestiens,1
print,3
behind,9
scenes,3
retrô,10
odn,1
estábulo,4
reanimados,1
diferia,2
machucaria,3
lanche,5
tridimensionais,6
familiarmente,1
genro,8
telecinéticas,3
podres,14
crivados,2
apossaram,1
picados,3
biologia,9
malvadas,20
rejeitá,7
ocultista,7
comandar,10
herdado,5
ressuscitar,9
sepultado,2
tillys,5
mencionarei,8
infomercial,1
olá,34
care,12
bears,12
rainbow,50
brite,25
arrepiada,4
mausoleum,2
ghost,37
ship,5
mudvaynes,1
falling,6
bmi,1
pararem,3
refrigerador,8
telecinese,3
apelidara,1
raymarkovitch,1
assassinara,1
vampirismo,23
vagões,32
coronários,1
grusome,1
legistas,4
changeling,6
debutou,1
tele,3
reymar,3
confrontada,13
reymars,1
depositar,3
lençóis,10
reanimando,1
blasters,5
shoes,6
submetida,12
presidido,2
propõem,4
lives,10
sometimes,1
chegava,4
goreos,1
tendendo,3
bottin,8
tex,12
ingressar,4
locutora,1
interpretaria,6
lizbeth,1
fliperama,2
comedor,12
brainstorm,1
mars,15
ramar,5
escassa,11
atendimento,6
enterrados,10
telecineticamente,1
pairariam,1
sllock,1
esticados,4
optaram,8
descarga,2
elétrica,38
ramars,4
supervisionando,5
magenta,1
rosetta,4
vitrais,2
cavernoso,1
decomposta,1
ursinho,12
esguio,1
gent,2
saudar,3
iniciadores,1
camarilha,2
gemer,7
desembrulhar,1
telecinético,4
urzes,1
impele,1
posicionado,3
desencadeador,1
compacto,12
borbulha,4
escreveria,2
prolongaria,1
iniciadoras,1
animando,6
cremados,1
speights,1
director,5
13ª,3
encorpada,4
poofy,1
arcada,2
calão,1
nerdle,1
cavei,10
deslizantes,3
summers,2
humnshiver,2
rapé,29
impassível,14
aninhada,3
comportada,2
regenerado,1
cinamax,1
telekenise,1
mauseleum,2
marque,8
heya,1
eslovénia,2
carecem,4
acesse,1
thepetitionsite,1
want,3
kids,52
canalcarpe,1
lejla,1
seqüelas,22
aproveitado,9
carbono,5
poe,32
ish,13
stream,1
multiplicado,3
aluguéis,3
coletes,3
cetim,2
interrompida,16
girdler,3
thunk,1
girdlers,1
distancia,15
shark,8
ameaçá,2
assinaturas,3
brickaustin,1
stoker,2
shebas,3
sharks,2
pilot,8
equipados,8
lacaios,10
bufantes,1
esbeltos,1
matadores,9
loan,1
desistirão,2
custando,2
tubarões,25
lancha,4
rasgados,5
frouxo,3
coffy,2
dolemite,30
durville,4
blaxplotation,1
viscerais,5
pams,5
missouri,15
foxy,5
vigilante,13
griers,2
trecho,38
zíper,6
frívolo,5
desistiria,4
smultronstället,3
sjöströms,7
relógios,9
kã,2
rkarlen,2
sjã,3
strã,3
nã,1
traia,1
crianã,1
edits,1
confession,2
sjöström,16
trancou,4
mitigado,1
seastroms,1
korkarlen,2
adiada,9
colecionando,3
nivelador,2
holm,58
tuberculose,16
colecionar,7
infligiu,3
selma,21
lagerlöf,6
envenene,1
colecione,1
inalterável,1
holms,10
retorne,10
scrooges,2
exposições,12
manivela,3
restaurado,29
tartans,1
suécia,40
astrid,6
orando,4
carriage,7
tore,4
svennberg,3
julius,7
jaenzon,3
rasgando,15
costurado,4
körkarlen,8
hilda,8
borgstrã,1
genérica,7
stowkowski,1
inimitável,16
aquacade,1
aldrich,3
superguy,1
latas,19
tomate,9
quedistas,3
br,8
clampett,5
paraquedas,1
espirrar,2
collection,19
sjostrom,7
expiação,10
dicksense,1
expostas,10
alienação,34
morangos,9
silvestres,2
sjostroms,2
lagerlof,1
amaldiçoada,7
youtube,36
grapevine,3
lagerlofs,2
mg,2
reordenadas,3
organ,1
loft,4
blaine,27
mudados,11
lillian,22
gish,10
letter,5
slapped,2
seastrom,1
wilderness,3
houses,1
embutidas,3
suplicante,1
fantasmagórico,7
coletar,16
reaper,10
dominical,4
bebedor,5
negligencia,9
amanhecer,19
infectou,3
davi,31
salvará,3
deploravelmente,3
demore,4
filtros,8
aguardam,7
exclama,4
cumprimentá,1
hed,1
rompeu,5
desastrosa,8
lances,4
recolhendo,1
conclui,19
zombeteiro,4
aproximação,13
encapuzada,3
foice,4
afogado,4
kõrkarlen,1
alcoólico,5
tuberculosa,1
lundholm,1
cocheiro,2
pecador,3
corrompendo,1
religiosamente,8
borg,17
enlatados,2
stokowski,2
aqua,5
sardinhas,2
apropriadas,12
espertas,5
crackers,16
aterroriza,6
minus,1
norm,4
vogelnorms,1
nvogel,1
ktl,2
austríaco,6
rehberg,1
conjurou,2
drones,2
distópico,5
azeda,3
ilustrado,10
pairando,7
transparentes,3
pioneiras,1
cavalgando,7
geladas,4
jaroski,1
respeitados,16
acentuação,1
mítica,12
encarnada,1
chariot,1
afogou,5
destroço,1
confiam,7
desviada,2
reformar,13
enfermeiro,2
ministrações,1
terje,2
vigen,1
ecoada,2
reitera,2
ejvind,1
haustru,1
filmoteca,2
adro,2
filmloving,1
abusar,11
prémio,5
produziam,2
histrionics,2
penúltima,7
ajeitando,2
gremlins,10
ninteen,2
divertiram,17
frost,70
pingentes,8
bigorna,3
pinças,3
stoners,7
cowa,2
chutaram,3
spoilersinflinity,2
chorasse,3
derretido,7
imune,15
anticongelante,6
dna,17
congelamento,10
alérgico,3
frosts,5
saliva,4
spoilersi,5
câmara,37
ressuscitam,2
cenouras,6
cubos,4
sonhadas,2
manners,8
yarr,2
mateys,2
timbers,2
yarrr,2
dreadlocks,3
frutífero,2
infâncias,4
meritórios,3
assombrados,10
hidro,2
multiplicar,3
imunidade,5
antifreeze,2
gimmick,4
tooney,2
allport,3
mutant,4
taxas,13
engenheiros,8
jackzilla,2
jacklings,4
empacotam,2
tropicana,2
pegam,42
esmagadas,6
bigornas,2
esfaqueadas,3
afogamentos,2
enforcamentos,3
enfiadas,3
derretidos,3
anticongelantes,2
frigideiras,3
mordidos,4
tostadas,2
liquidificadores,2
gastos,13
put,9
misturá,7
bottom,35
cenoura,6
doía,5
holograma,2
divisória,4
brutos,13
tiler,2
franzir,3
pesarosamente,2
expressaria,2
romand,3
passassem,1
despercebidas,4
coronado,3
liotta,10
emilios,5
emilio,38
inventar,22
analogias,6
ozores,1
mancha,10
héctor,1
coronados,1
economista,3
bank,6
reserve,4
intermitente,2
assertividade,3
conheceria,1
distintamente,18
castanholas,1
checar,20
pátio,14
temporários,2
refúgios,1
incendiária,2
stanton,10
desfaz,8
extraviada,2
assolado,1
cooptou,1
desmascarado,1
nobodys,8
destituído,3
confiarem,2
fascinar,6
enlaçar,1
emile,22
desnudasse,1
enfaticamente,4
lidamos,6
sofremos,3
desesperadora,7
improbabilidade,1
acusou,12
carné,13
perceptiva,5
provinciano,3
tricheurs,6
existencialismo,12
moralizante,1
iconoclastas,3
decodificado,1
carnés,1
graciosos,6
deusas,5
vespas,2
duffle,1
coats,1
excluem,3
amoralidade,3
niilistas,5
ousassem,1
pitorescos,8
rive,1
restituiu,1
19zkkeonjpo,1
mediocridades,2
assistíveis,6
thérrez,1
raquin,4
prevert,2
quai,16
brumes,3
jour,12
lève,2
mics,1
burguesa,6
laurent,13
terzieff,3
ceticista,1
andrés,5
parisy,3
pascale,5
petit,7
charrier,4
bardot,17
oddly,2
godardthought,1
desencanto,1
comercialismo,6
anêmico,1
roland,23
lesaffres,1
petits,1
tranquilizar,4
pensavam,23
mexeu,7
abala,6
carnes,3
nord,12
intertemporais,1
acne,4
dolbytm,1
brice,4
estragadas,3
cheaters,2
autoconscientemente,1
sugestiva,4
philharmonic,2
gillespie,1
getz,1
soletrou,6
goetz,2
debatem,4
matilha,5
predestinado,2
profanityas,1
willis,63
waaaambulance,1
radicais,23
feldman,10
breakfast,14
remar,5
escapassem,1
cortador,4
remar48,1
comprovada,3
desencadeou,6
carregava,12
elogiaram,6
feldmans,1
sandlot,1
barcelona,27
frequentar,3
questiono,8
federais,11
pacífica,24
acotovelam,1
links,9
petiscos,4
fed,1
standing,4
tftd,1
answer,5
desocupado,1
atendido,3
reagiram,4
matlinjean,1
marshbonkers,1
lettermans,7
inquilina,1
corrói,3
abalada,5
afligindo,1
beth,24
burgess,26
merediths,1
fall,11
hepplewhites,2
expressava,2
porcina,1
hepplewhite,2
serlings,2
sermonizar,1
atacá,7
truck,6
satânicos,10
forro,13
guisado,4
atropelar,6
enfurecem,2
balbuciaram,1
indecente,6
alimentados,14
voltava,4
científicos,11
nasal,4
governa,18
jungman,3
urich,13
aimee,16
minera,1
slipknot,6
burrice,1
despretensiosa,11
gnarly,2
rixas,1
serra,24
pescoços,5
rastreando,13
humoradas,16
dialogando,4
fg,4
oximoro,3
sangramento,5
consanguíneo,1
trip,26
eyes,25
uivar,7
cruiser,2
harley,13
fidelity,4
agravam,2
doentias,12
cabin,11
amputados,3
incomodava,5
tamancos,1
precisávamos,13
jeepers,11
creepers,10
jungmannadam,1
urichharley,1
joy,27
sangramentos,1
empalamentos,2
lápis,12
fendida,1
esquilo,11
ensanguentados,3
jungmann,7
asno,2
hicksville,1
chainsaw,27
nore,2
relief,2
xixi,13
copiosas,5
interromper,9
gancho,33
tirasse,4
adicionasse,2
trepadeiras,3
joyride,1
motosserra,26
fifth,6
element,10
odiada,5
shaun,14
anal,8
retentivo,3
nerds,29
fest,25
preocupante,15
hole,19
hiker,2
salta,36
desdobrável,1
caminhante,4
bagunçado,14
divulgação,7
forca,9
leatherface,8
comportávamos,1
trinians,18
alastair,20
rutherford,23
bbc4,2
searle,2
inofensiva,15
ostenta,16
ditto,2
alcoviteiro,1
gossage,2
grenfell,10
caddish,1
hyde,85
middleton,12
somam,15
dreno,5
dormitórios,6
ocupados,18
tours,3
desastrado,5
nutbourne,2
swithins,1
caóticos,4
dighton,4
whitchurch,2
howe,6
headmaster,1
pond,5
launder,4
gilliat,2
franquia,44
cócegas,15
subcorrente,4
cimenta,3
largo,29
financeiramente,21
riverside,4
hammersmith,1
liss,1
hampshire,6
hospedadas,1
desfrutavam,1
apito,3
pontuais,3
apologética,2
flerta,10
sausage,1
burocrática,5
abençoa,4
wattis,3
aposentos,4
áureo,2
manipulada,6
ozzfest,2
votário,1
seguidor,14
moines,2
roqueiros,12
133,1
sid,28
clown,4
disasterpieces,1
plague,2
sic,3
dispensei,3
knot,2
surfacing,1
wait,5
bleed,3
scissors,1
spit,3
tambores,7
guinchos,2
arrancarão,1
deixarão,5
personalizados,1
personalizadas,1
6s,2
0s,3
gasmasks,1
8s,1
esfarrapado,4
crashtest,1
psicótica,13
soundbites,1
anto,1
inergy,1
are,42
prom,2
steppin,1
procurá,20
lambert,42
andie,14
macdowell,10
holme,2
macacões,3
primordial,26
arca,16
afirmei,6
arrependo,19
6h,1
greystoke,23
entrincheirada,2
rousseauniano,1
rathbone,55
weissmuller,16
criticados,8
safari,6
massacrado,3
naufragaram,1
africana,14
mcdowell,10
grunhidos,7
comandos,10
monossilábicos,2
conciso,11
nomeação,20
camarões,19
hatfield,5
blenheim,3
palace,8
okeeffe,6
deplorável,8
andies,2
alabastro,3
mistificavam,2
bos,3
averiguar,6
envio,14
chimpanzés,7
animatrônicos,5
goodall,3
wiesmuller,1
carregá,6
hokey,7
antropomorfismo,1
aculturação,1
orientações,6
comportamentais,4
aprenderá,7
símia,1
indefesos,4
dominamos,1
encobrimos,1
justificamos,2
dissecação,5
afirmado,9
zor,2
sintoma,2
pêlos,16
desprezada,7
barbudos,1
símios,6
caçados,8
mato,5
agricultura,2
mineral,2
insaciável,13
trilham,1
flops,6
alistar,8
woah,1
confesso,21
freeman,77
sangra,5
lamberts,4
schwartzenneggers,1
stallones,15
aprofunde,2
humanismo,7
weismeller,1
escócia,51
ressurreição,9
ahem,1
detenham,1
angustiadas,2
inconcebível,6
explicável,2
coletava,1
royalties,4
mirado,1
arremessadores,1
respeitasse,1
belga,19
lorde,19
civilizada,15
desconheço,2
aristocrática,10
corteja,3
eduardianos,2
crosta,9
bárbara,11
explorações,8
chariots,3
tarzans,12
christophe,6
elgar,1
reverência,17
fêmea,19
cinemaphiles,1
chirstopher,1
darnot,1
flechas,9
entendiam,6
estudados,3
gramps,1
gussied,1
ancestral,6
arruinaria,6
disneys,42
inuendos,1
hokum,9
debutante,4
cisne,8
primatas,3
adotivo,21
alcott,1
conserva,1
crabbe,19
weismullers,3
maquinações,15
inescrupulosos,6
astutas,7
escorregar,11
despencar,2
nomearei,1
overdub,5
intrusiva,10
burroughss,1
cheetah,8
hollwood,3
regresso,10
releitura,14
naschy,11
trai,22
meiko,15
eiko,3
nagashima,2
exclusividade,3
lautaro,1
murua,1
fogosa,1
silvia,1
aguiler,1
pintada,11
azucena,1
hernandez,16
enervantes,7
acabando,16
devorado,4
porcos,15
carnívoros,3
ulloas,1
roxana,1
dupre,1
raquel,16
pepe,20
ruiz,4
serafin,1
saly,1
teresa,16
arenque,15
clouzots,13
jouvet,35
drame,3
coen,47
influenciados,7
rastreie,1
clouzot,32
sartres,3
nausea,1
enjoados,3
cutucando,4
contiguidade,1
mcguffin,5
amarra,14
dilapidada,2
murado,1
neorrealistas,1
psicólogos,6
rosselini,1
tenaz,8
martineau,10
orfevres,8
temperada,5
henri,18
intensificar,4
invólucro,2
resolvidas,11
hg,5
profissões,10
praticou,3
cardíacos,4
diabolique,3
orfèvres,3
falsamente,12
gaulles,1
jenny,71
lamour,14
putain,2
dicionários,1
dora,11
trocou,4
antoine,27
executa,26
autho,1
esbofetear,1
horóscopo,1
sagitário,1
astrologia,4
waaaaaaaaaabulance,1
russells,24
smokes,1
turteltaub,1
mortimer,14
amy,66
tomlin,7
pf,1
spots,4
delair,16
deja,5
monier,1
simone,16
renant,8
portman,68
closer,11
blier,22
nascida,16
cruzado,18
quay,6
